Peak,Model,Center (cm⁻¹),FWHM (cm⁻¹),Area,Relative Intensity
1,voigt,200.42083557900253,17.392991937864693,1.4045278150505665,0.0623807881775489
2,voigt,233.54952882715216,111.54341638482498,18.50979392930817,0.15176564179459393
3,voigt,510.8682350455791,57.68536354757964,22.48064672451362,0.29256246255529766
4,voigt,528.7552771272191,24.94700294224067,5.637449235885167,0.16607843427148128
5,voigt,556.4606856337905,50.283817649143344,12.29381047728871,0.18233872956235841
6,voigt,647.8610298761027,18.20057845887725,2.646910134796676,0.10689382699169582
7,gauss,777.3395408006417,6.4525392985577925,1.9881947286117987,0.26796346920523734
8,lorentz,769.3939293993296,2.000000015397139,1.384221485373846,0.17725213415062052
9,lorentz,785.5757197295301,19.689586735587067,8.17999114266114,0.26039284433842713
10,lorentz,755.7825753231309,67.17755256329201,71.46392497592018,0.6765087233935863
11,voigt,836.9531266895048,54.51196955329166,21.232168917438578,0.28975852076046377
12,voigt,927.7858893004375,16.111355522174016,5.524741649389301,0.2518439857559005
13,voigt,908.1568589129798,16.433976625888416,5.903869724008133,0.26260739801382593
14,gauss,887.3802883904839,58.835504498620935,15.06931076692724,0.24029847725420503
15,voigt,868.9988499171156,7.165095272158663,0.8084044896939279,0.0779231513454276
16,gauss,1194.8852232765973,223.97156286105542,11.301802578973827,0.04740134446285474
17,lorentz,1375.8692535500286,169.53463246332646,32.93526921520269,0.12367498843195084
18,lorentz,1564.1689012833408,168.47105925885052,30.377479290778805,0.11478957483949141
